customer_id,full_name,email,phone,city,registration_date
132,Zayyan Sridhar,customer132@example.com,9625604189,Surat,2024-03-07
133,Dhruv Rattan,customer133@example.com,8480535953,Kochi,2023-07-02
134,Ethan Bera,customer134@example.com,8320619227,Kochi,2025-04-10
135,Manthan Modi,customer135@example.com,8886465787,Bhopal,2025-02-01
136,Yuvraj Dani,customer136@example.com,6835504784,Surat,2026-02-15
137,Upkaar Virk,customer137@example.com,9253122543,Bengaluru,2023-07-17
138,Shravya Savant,customer138@example.com,7485697869,Bhopal,2025-12-06
139,Pushti Mody,customer139@example.com,8408689032,Nashik,2023-05-04
140,Hardik Johal,customer140@example.com,6892319480,Chandigarh,2024-08-24
141,Aishani Bumb,customer141@example.com,7809932802,Nagpur,2024-05-14
142,Wriddhish Ghose,customer142@example.com,6468551773,Nashik,2025-08-30
143,Naksh Agate,customer143@example.com,7177647696,Surat,2023-09-11
144,Shravya Singhal,customer144@example.com,8871620141,Nagpur,2024-07-16
145,Bachittar Kata,customer145@example.com,6899299492,Hyderabad,2025-07-10
146,Barkha Setty,customer146@example.com,9984844899,Nagpur,2023-02-18
147,Vivaan Lalla,customer147@example.com,8784575650,Kolkata,2024-09-29
148,Pavani Contractor,customer148@example.com,7346016808,Bengaluru,2024-10-02
149,Manthan Lata,customer149@example.com,9664141419,Lucknow,2026-04-20
150,Ekbal Bhasin,customer150@example.com,6396172445,Bengaluru,2023-07-07
151,Damyanti Mani,customer151@example.com,7255854165,Nagpur,2025-05-25
152,Jeet Sidhu,customer152@example.com,8210004150,Kolkata,2026-05-28
153,Neha Magar,customer153@example.com,9194273359,Lucknow,2026-05-28
154,Raksha Buch,customer154@example.com,6214720972,Nagpur,2026-04-20
155,Rachana Naidu,customer155@example.com,6542766563,Indore,2024-08-04
156,Atharv Chand,customer156@example.com,6511975188,Nashik,2024-08-18
157,Ansh Luthra,customer157@example.com,8518086406,Mumbai,2023-07-15
158,Parth Singhal,customer158@example.com,7803471351,Bhopal,2025-12-29
159,Arunima Golla,customer159@example.com,9902396358,Bhopal,2026-05-11
160,Vyanjana Chand,customer160@example.com,6128046417,Lucknow,2024-05-06
161,Ijaya Rege,customer161@example.com,9479087152,Hyderabad,2026-02-28
162,Ekani Cheema,customer162@example.com,6886045372,Indore,2024-01-06
163,Forum Sabharwal,customer163@example.com,7821511294,Mumbai,2024-02-29
164,Bhavya Rattan,customer164@example.com,7362949878,Kolkata,2024-05-04
165,Suhani Chakrabarti,customer165@example.com,9592928572,Kochi,2023-10-16
166,Zayyan Naik,customer166@example.com,9282732842,Pune,2024-07-26
167,Netra Varkey,customer167@example.com,6584902497,Kochi,2024-02-27
168,Turvi Sachdev,customer168@example.com,7516262753,Lucknow,2025-08-23
169,Raghav Vasa,customer169@example.com,7805181717,Hyderabad,2025-04-21
170,Wishi Sathe,customer170@example.com,7580980111,Pune,2026-02-09
171,Samar Loke,customer171@example.com,7274322251,Kolkata,2024-03-10
172,Bhavna Sarma,customer172@example.com,9580761125,Bhopal,2023-12-10
173,Jairaj Balakrishnan,customer173@example.com,8323151807,Nagpur,2024-07-24
174,Nathan Mukhopadhyay,customer174@example.com,9485591327,Kochi,2023-08-31
175,Nikita Chander,customer175@example.com,7117642355,Bengaluru,2024-01-26
176,Ishaan Shenoy,customer176@example.com,9642255847,Bhopal,2023-08-02
177,Mitesh Tara,customer177@example.com,7794151795,Bhopal,2023-08-01
178,Yashodhara Mahajan,customer178@example.com,8944553596,Lucknow,2024-08-26
179,Vasudha Sodhi,customer179@example.com,7103133211,Ahmedabad,2025-09-27
180,Tanmayi Dhillon,customer180@example.com,8325544257,Kochi,2025-11-15
181,Rayaan Trivedi,customer181@example.com,7307636706,Mumbai,2025-12-03
182,Ekaraj Majumdar,customer182@example.com,9966281238,Kolkata,2025-02-12
183,Harini Tripathi,customer183@example.com,8920648644,Nashik,2024-08-23
184,Aarnav Mandal,customer184@example.com,9901970443,Nashik,2023-11-03
185,Vrishti Dixit,customer185@example.com,9213566180,Jaipur,2023-01-08
186,Veda Pai,customer186@example.com,8941129870,Jaipur,2025-12-31
187,Krishna Shah,customer187@example.com,7778410793,Ahmedabad,2023-08-26
188,Ranbir Khare,customer188@example.com,9813111937,Chennai,2025-04-07
189,Vivaan Roy,customer189@example.com,8585763948,Chandigarh,2025-02-13
190,Eesha Solanki,customer190@example.com,9130284261,Nashik,2023-09-16
191,Libni Doshi,customer191@example.com,8891239679,Mumbai,2025-07-17
192,Balhaar Date,customer192@example.com,8371278692,Chandigarh,2024-09-04
193,Harish Sarraf,customer193@example.com,7458475509,Chennai,2023-09-17
194,Tanmayi Aurora,customer194@example.com,9122362925,Jaipur,2024-06-27
195,Nimrat Dubey,customer195@example.com,8625849588,Mumbai,2025-11-05
196,Upasna Lanka,customer196@example.com,7812770819,Surat,2024-10-31
197,Mitali Buch,customer197@example.com,7862312414,Chennai,2025-07-12
198,Lajita Nadig,customer198@example.com,6499562882,Hyderabad,2023-09-04
199,Balendra Biswas,customer199@example.com,6413354131,Bengaluru,2023-12-19
200,Bhavna Karan,customer200@example.com,8904928188,Hyderabad,2025-07-18
201,Radha Chaudhari,customer201@example.com,7575660933,Chennai,2023-09-22
202,Sachi Ganesan,customer202@example.com,6749811393,Indore,2023-07-30
203,Ayush Batra,customer203@example.com,9375139016,Indore,2025-07-31
204,Daksh Memon,customer204@example.com,7436077954,Pune,2024-12-25
205,Kavya Sankar,customer205@example.com,6585087387,Chandigarh,2024-08-10
206,Yash Wali,customer206@example.com,6830654370,Mumbai,2026-05-26
207,Pranit Garde,customer207@example.com,8960500910,Jaipur,2024-06-29
208,Farhan Raja,customer208@example.com,6896739862,Nashik,2023-12-04
209,Widisha Dhar,customer209@example.com,6341359467,Kochi,2026-04-14
210,Triya Kumar,customer210@example.com,8676136098,Bhopal,2025-05-11
211,Aadhya Andra,customer211@example.com,7422569281,Chandigarh,2023-10-16
212,Bhavna Dugar,customer212@example.com,9399106459,Ahmedabad,2024-04-27
213,Riya Pai,customer213@example.com,7554138056,Kolkata,2025-12-06
214,Panini Krishna,customer214@example.com,9412119030,Mumbai,2023-05-04
215,Chasmum Issac,customer215@example.com,9599876281,Delhi,2025-05-04
216,Vasudha Chhabra,customer216@example.com,6331698036,Delhi,2023-05-23
217,Lakshmi Parmer,customer217@example.com,9908763021,Lucknow,2025-08-06
218,Chakrika Bains,customer218@example.com,8346514056,Kochi,2024-04-04
219,Anvi Anand,customer219@example.com,7747545970,Bhopal,2025-04-24
220,Watika Mangat,customer220@example.com,9656210733,Pune,2024-10-07
221,Indira Kanda,customer221@example.com,9665268980,Lucknow,2024-07-03
222,Zashil Devan,customer222@example.com,8324860158,Delhi,2025-04-19
223,Balveer More,customer223@example.com,6836346535,Kochi,2024-08-18
224,Bahadurjit Patla,customer224@example.com,7229009366,Lucknow,2025-05-05
225,Gautam Merchant,customer225@example.com,6281325906,Chandigarh,2024-10-23
226,Ojasvi Gill,customer226@example.com,7956053010,Delhi,2025-08-04
227,Kevin Zacharia,customer227@example.com,8621170637,Surat,2023-10-11
228,Yachana Mahajan,customer228@example.com,8650778491,Jaipur,2025-12-22
229,Aarini Subramaniam,customer229@example.com,9583529101,Bhopal,2024-09-24
230,Hamsini Contractor,customer230@example.com,6274798652,Chennai,2026-02-17
231,Faqid Dhaliwal,customer231@example.com,6298099208,Ahmedabad,2024-11-06
232,Mekhala Pau,customer232@example.com,9245292083,Mumbai,2023-11-16
233,Megha Atwal,customer233@example.com,8418862132,Lucknow,2023-03-30
234,Jatin Sha,customer234@example.com,7524378408,Lucknow,2025-09-27
235,Adweta Raj,customer235@example.com,7820715624,Ahmedabad,2023-03-09
236,Hritik Kaur,customer236@example.com,6478610749,Chandigarh,2026-02-24
237,Aryan Narang,customer237@example.com,7869583371,Chandigarh,2025-05-30
238,Dev Shetty,customer238@example.com,9268194541,Nashik,2025-11-24
239,Nilima Dada,customer239@example.com,9449496595,Hyderabad,2024-10-22
240,Chakradev Barad,customer240@example.com,6240212104,Jaipur,2025-10-09
241,Waida D’Alia,customer241@example.com,7653960151,Kochi,2025-11-24
242,Wahab Yogi,customer242@example.com,9174931500,Mumbai,2024-04-24
243,Lipika Setty,customer243@example.com,9387533387,Bhopal,2023-12-09
244,Oni Dubey,customer244@example.com,7202562350,Indore,2024-03-13
245,Hardik Suri,customer245@example.com,8712132889,Jaipur,2024-06-10
246,Ati Bali,customer246@example.com,6663961650,Ahmedabad,2025-03-30
247,Teerth Sawhney,customer247@example.com,8153102022,Bengaluru,2024-05-19
248,Warinder Patil,customer248@example.com,7257841483,Bengaluru,2023-12-14
249,Jhalak Parmer,customer249@example.com,7192637143,Indore,2024-08-01
250,Mitali Majumdar,customer250@example.com,6181428039,Jaipur,2026-03-31
251,Jason Sha,customer251@example.com,7707652053,Chennai,2026-01-15
252,Simon Bail,customer252@example.com,7296059865,Indore,2024-07-26
253,Gauri Kohli,customer253@example.com,8215166587,Ahmedabad,2023-10-10
254,Samesh Biswas,customer254@example.com,6449382748,Mumbai,2023-12-28
255,Tarak Kaul,customer255@example.com,9575796770,Delhi,2025-01-22
256,Manbir Agate,customer256@example.com,6258945980,Kochi,2025-01-18
257,Maanav De,customer257@example.com,7312587376,Kochi,2025-09-24
258,Owen Choudhary,customer258@example.com,8503403155,Ahmedabad,2026-04-28
259,Karan Aurora,customer259@example.com,7325853780,Mumbai,2025-06-10
260,Wazir Naik,customer260@example.com,8290644021,Nagpur,2024-12-04
261,Owen Lanka,customer261@example.com,6386397783,Jaipur,2024-01-17
262,Jonathan Sama,customer262@example.com,6588932183,Jaipur,2025-03-27
263,Devansh Soni,customer263@example.com,8633531688,Kolkata,2025-03-29
264,Janaki Varghese,customer264@example.com,7961557642,Nashik,2024-02-01
265,Siya Thakur,customer265@example.com,6720949504,Lucknow,2023-05-07
266,Caleb Verma,customer266@example.com,8791580235,Indore,2026-04-06
267,Tara Balasubramanian,customer267@example.com,6135103852,Ahmedabad,2024-08-06
268,Varenya Ratti,customer268@example.com,6416927276,Chandigarh,2024-03-20
269,Hritik Swaminathan,customer269@example.com,9405794297,Kolkata,2024-08-24
270,Ethan Buch,customer270@example.com,8132672748,Lucknow,2024-06-03
271,Manbir Bhatti,customer271@example.com,8622258259,Kochi,2024-03-06
272,Anvi Nair,customer272@example.com,9674833629,Pune,2025-04-29
273,Chaitaly Setty,customer273@example.com,7496360164,Bengaluru,2024-09-30
274,Hardik Contractor,customer274@example.com,9745624944,Ahmedabad,2024-02-16
275,Qushi Seth,customer275@example.com,6923455654,Bhopal,2023-11-28
276,Odika Nori,customer276@example.com,7580692673,Jaipur,2025-08-16
277,Mohini Sagar,customer277@example.com,6762806054,Jaipur,2025-06-28
278,Dhriti Sane,customer278@example.com,8754781953,Chennai,2025-02-09
279,Aadhya Prasad,customer279@example.com,7710474279,Chandigarh,2024-01-22
280,Urvi Bhavsar,customer280@example.com,6838881533,Kochi,2023-09-15
281,Frederick Chander,customer281@example.com,8462462518,Delhi,2023-09-25
282,Gopal Pradhan,customer282@example.com,6349205309,Hyderabad,2025-09-12
283,Darpan Narayan,customer283@example.com,9690096660,Chennai,2023-02-18
284,Nirja Pandya,customer284@example.com,8433352364,Bengaluru,2026-02-04
285,Charan Mani,customer285@example.com,6579930341,Jaipur,2024-01-10
286,Indira Chawla,customer286@example.com,7676554783,Indore,2025-11-19
287,Mohammed Subramaniam,customer287@example.com,8140162344,Indore,2023-07-14
288,Hritik Palla,customer288@example.com,8453040943,Ahmedabad,2025-12-22
289,Ishwar Mallick,customer289@example.com,9909193376,Bengaluru,2024-11-02
290,Pushti Bal,customer290@example.com,9811368347,Pune,2024-11-09
291,Ayush Gole,customer291@example.com,9292321956,Kolkata,2025-07-21
292,Dayamai Nori,customer292@example.com,8763399571,Mumbai,2025-04-12
293,Abeer Golla,customer293@example.com,8683576558,Delhi,2026-05-10
294,Nandini Boase,customer294@example.com,6534908016,Nashik,2023-05-06
295,Azaan Chand,customer295@example.com,9592176289,Hyderabad,2024-07-29
296,Krisha Saini,customer296@example.com,6552084766,Chennai,2026-05-12
297,Harita Dugar,customer297@example.com,8683209516,Delhi,2025-04-16
298,Devika Nair,customer298@example.com,7854356586,Lucknow,2026-03-24
299,Charles Dugal,customer299@example.com,8200296497,Nagpur,2024-03-23
300,Chandran Bumb,customer300@example.com,6268555037,Bhopal,2023-09-19
301,Saanvi Samra,customer301@example.com,7636027259,Hyderabad,2024-04-29
302,Riya Sachdeva,customer302@example.com,9429455611,Chennai,2025-11-24
303,Tanveer Vala,customer303@example.com,6264950092,Kochi,2023-07-20
304,Hemani Sani,customer304@example.com,7699070195,Bhopal,2023-02-28
305,Bhanumati Sur,customer305@example.com,7277844291,Chandigarh,2023-04-19
306,Chakradev Kannan,customer306@example.com,6330689072,Hyderabad,2025-12-28
307,Christopher Amble,customer307@example.com,7459273850,Surat,2024-11-04
308,Charvi Kakar,customer308@example.com,7429917793,Delhi,2023-12-09
309,Aadhya Mann,customer309@example.com,6497061037,Kochi,2026-02-06
310,Jagdish Amble,customer310@example.com,6446554506,Indore,2024-01-18
311,Qushi Gill,customer311@example.com,8809709184,Bengaluru,2023-12-25
312,Lajita Walia,customer312@example.com,8386718817,Surat,2024-04-27
313,Xiti Pandya,customer313@example.com,8239106812,Bengaluru,2023-05-19
314,Mekhala Basak,customer314@example.com,9316850257,Delhi,2023-09-30
315,Anirudh Sharaf,customer315@example.com,8723361876,Hyderabad,2023-04-14
316,Dhriti Sanghvi,customer316@example.com,6284789155,Hyderabad,2024-06-03
317,Omisha Mann,customer317@example.com,8544360501,Pune,2023-03-05
318,Nidhi Bail,customer318@example.com,8636101339,Nashik,2026-03-09
319,Onveer Sharma,customer319@example.com,7248009977,Jaipur,2025-09-03
320,Gaurang Sarkar,customer320@example.com,9119847987,Chandigarh,2025-06-01
321,Yagnesh Sarin,customer321@example.com,8325260214,Chennai,2025-05-13
322,Farhan Randhawa,customer322@example.com,8972836512,Chennai,2026-06-05
323,Harinakshi Kant,customer323@example.com,8148427722,Bhopal,2026-05-24
324,Om Bose,customer324@example.com,8720418996,Kochi,2024-12-04
325,Yashvi Hari,customer325@example.com,8492589038,Bhopal,2025-08-31
326,Indali Divan,customer326@example.com,6961031471,Kolkata,2025-02-10
327,Harshil Dhingra,customer327@example.com,9546513267,Jaipur,2024-05-25
328,Rudra Ghose,customer328@example.com,6516478064,Kochi,2025-07-29
329,Faqid Goel,customer329@example.com,8365854526,Ahmedabad,2025-01-06
330,Ucchal Sen,customer330@example.com,6643710701,Hyderabad,2024-03-18
331,Diya Dora,customer331@example.com,7869904661,Chandigarh,2023-10-14
332,Ekansh Singh,customer332@example.com,7216935561,Delhi,2024-11-13
333,Chavvi Maharaj,customer333@example.com,9333806017,Chandigarh,2023-11-16
334,Indira Tripathi,customer334@example.com,8961789553,Bhopal,2024-11-26
335,Dayita Shenoy,customer335@example.com,9291638854,Kochi,2023-09-21
336,Baljiwan Bhandari,customer336@example.com,8494202403,Kolkata,2024-06-25
337,Bhavini Bose,customer337@example.com,6396479630,Hyderabad,2023-01-25
338,Yashica Rajagopalan,customer338@example.com,9181272708,Ahmedabad,2023-05-21
339,Benjamin Sengupta,customer339@example.com,8677347840,Jaipur,2023-07-07
340,Ekanta Soni,customer340@example.com,8480554343,Pune,2024-06-30
341,David Seshadri,customer341@example.com,7776642175,Lucknow,2025-03-12
342,Hemal Chad,customer342@example.com,8524430946,Chennai,2024-02-18
343,Balveer Kota,customer343@example.com,6949356767,Surat,2025-06-28
344,Reva Viswanathan,customer344@example.com,9880604481,Chennai,2023-02-14
345,Januja Pradhan,customer345@example.com,8495456673,Kochi,2025-07-24
346,Lila Rege,customer346@example.com,7756585740,Pune,2026-04-26
347,Charles Natt,customer347@example.com,8587052577,Bhopal,2023-07-03
348,Forum Chandra,customer348@example.com,9282600918,Delhi,2023-10-22
349,Bhanumati Krishnan,customer349@example.com,6496128038,Kolkata,2025-08-31
350,Gauri Bumb,customer350@example.com,6244608012,Kochi,2023-11-17
351,Inaya Mukherjee,customer351@example.com,8113245462,Kochi,2025-12-12
352,Kai Chad,customer352@example.com,7406798051,Nagpur,2024-06-27
353,Krisha Narasimhan,customer353@example.com,7411534579,Lucknow,2024-10-21
354,Girik Sampath,customer354@example.com,7371823901,Bhopal,2023-02-22
355,Andrew Patil,customer355@example.com,6816364858,Bengaluru,2024-12-03
356,Pranit Kala,customer356@example.com,8781285534,Indore,2025-02-14
357,Vedika Handa,customer357@example.com,8333354314,Pune,2025-04-29
358,Laksh Dubey,customer358@example.com,6390283086,Indore,2025-05-22
359,Chakrika Chaudhuri,customer359@example.com,7241805404,Kochi,2025-09-17
360,Gayathri Deep,customer360@example.com,6369249878,Chennai,2026-03-23
361,Mitesh Gaba,customer361@example.com,6488139397,Ahmedabad,2026-01-16
362,Noah Sarma,customer362@example.com,6455260223,Indore,2023-11-21
363,Nirja Patla,customer363@example.com,6573451072,Nashik,2026-03-26
364,Sachi Mane,customer364@example.com,9408417987,Pune,2023-05-17
365,Vivaan Walla,customer365@example.com,8889489804,Bhopal,2024-09-03
366,Dayamai Singh,customer366@example.com,7646826863,Kochi,2026-01-11
367,Jhalak Sastry,customer367@example.com,6903241657,Hyderabad,2024-11-21
368,Baghyawati Raja,customer368@example.com,9669993178,Mumbai,2024-04-15
369,Neel Iyengar,customer369@example.com,8817058070,Nagpur,2024-09-23
370,Zashil Ben,customer370@example.com,6222146327,Surat,2023-08-23
371,Kamya Chauhan,customer371@example.com,9969904814,Kochi,2024-06-06
372,Bhavani Chacko,customer372@example.com,6236682450,Jaipur,2025-03-03
373,Anjali Sengupta,customer373@example.com,6988198447,Kochi,2025-03-20
374,Rajeshri Chand,customer374@example.com,8992063022,Jaipur,2025-05-20
375,Shravya Palla,customer375@example.com,6324863099,Indore,2023-08-15
376,Oeshi Bera,customer376@example.com,6812094819,Hyderabad,2025-11-02
377,Yadavi Prakash,customer377@example.com,9620385160,Pune,2023-01-31
378,Libni Bumb,customer378@example.com,8659018935,Chennai,2023-11-25
379,Udarsh Bala,customer379@example.com,8562791852,Surat,2026-01-28
